user,userId,userUrl,publicId,submissionUrl,deleted
"solinhtinhh","58318007","https://github.com/solinhtinhh","0x23b91efd42bb66d443b4f548cd0d1d39b8f259c9380fe2ee73dab280fecb66cb","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094206188","true"
"tranvanraang","58318264","https://github.com/tranvanraang","0x177e3d7cfe65a8908e3155791d4effecde56a455555994c984f5a856b09f6e2c","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094209216","true"
"maavanthuong","58318481","https://github.com/maavanthuong","0x199253f115fcac313d4ea6526cfb92b2f9b0f172dbab75ad2b1e024859d98857","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094212355","true"
"nguyenvandevay","58318850","https://github.com/nguyenvandevay","0x138936a511a78a5e3235f007aa34dd26e2fd13393af2a3b34de7695314415ab4","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094213180","true"
"hinhvansu","58319075","https://github.com/hinhvansu","0x04f14e49d00bfbad5c3c94ed3248b763e028613fb5eca2601ce08d4ce823c1df","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094214006","true"
"thuutientrinh","58319338","https://github.com/thuutientrinh","0x05decbaf459f54078945c686a19f74f4d53dbd410e976641d35cc1c00c8333c5","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094214619","true"
"olaitantm","58322229","https://github.com/olaitantm","0x2999fb2f591753a80a1ec5633292641f3fd72c0181ec4b1068ab1b833e2b9e30","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094127636","true"
"lethiichuot","58323016","https://github.com/lethiichuot","0x138ea99a87cc3767b8817f5689590e227e61532a2dad43c40568a8f139110635","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094216492","true"
"cholatuuc","58323332","https://github.com/cholatuuc","0x1d3ddaaa5e6f10f113cccbc74ec211984903eadea11e016dee1ae2d02b710a46","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094217499","true"
"lethaanhthien","58323575","https://github.com/lethaanhthien","0x1b19a6d1a811c57fbc19da44cb33eebb9cb644d9a453b38bb7e473390d7d6827","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094219136","true"
"binhthainguuyen","58323974","https://github.com/binhthainguuyen","0x1a921713cb53953df672291f6d4576ec0455092276369ffb7672ac0857eadf6a","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094219752","true"
"tranlicong","58324459","https://github.com/tranlicong","0x0d880840ac67453e812e6b649f4290cdd13a12b21d240eae821fe98e3cca5820","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094220886","true"
"tranxuansoaan","58328908","https://github.com/tranxuansoaan","0x2256c6bb45f89e6813ab7fc33b9e774e29977b92e2facf2e3c4160083033a9b0","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094222322","true"
"daovanviit","58329190","https://github.com/daovanviit","0x2d6a88e5e3096f0b4d2421b91238bf94c7f8913f9e6664d89c4bc0ed49aea31a","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094227628","true"
"lamvannuung","58329696","https://github.com/lamvannuung","0x21951e0c5f15831fca3916d45ca56475273f861d4251715e320cbab67b09fa1b","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094228438","true"
"traandaibien","58330255","https://github.com/traandaibien","0x158354690c95c5c4e39001fc45f103e0684106c53f37272c1d77dfc23c1922ae","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094229249","true"
"aoovantuong","58336473","https://github.com/aoovantuong","0x26cb2e9ba3f53812d5aa89c4aadca3d98b9687b4d545a10fc6bc7961d8ae118c","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094230230","true"
"tathatbanh","58337806","https://github.com/tathatbanh","0x0eaafa0ca6a18705284d5768be663c39147b54c2381802ee4d13da5998f5e596","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094231048","true"
"lamtrungtoann","58339235","https://github.com/lamtrungtoann","0x17ee16ba992c6604d4ed75a7378b1027d46131b5ff58d307ee6eb741f99d90b5","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094233857","true"
"thiamauvang","58339561","https://github.com/thiamauvang","0x070d67c88499f7ba57c704fada3ae27cfef4968ee8befbbd3b68c950fa242cef","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094234812","true"
"nguyenthichaanh","58350866","https://github.com/nguyenthichaanh","0x0fb5fca08ddc2fabcc07a68f08b6e53429f6ce2b30d6e0c2b1528df8a1f18868","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094235542","true"
"giavangiangg","58351166","https://github.com/giavangiangg","0x00b8668ce2ae8e07e8b2b80568f8fc618883c975db92e139fde05c1d2db1e0f0","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094301481","true"
"farukomar7276","58366917","https://github.com/farukomar7276","0x239968cd9347e314c738ad557b1d29c85c7ae71d4a853745acfa1f4fbda85d5c","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094211340","true"
"macladson","58379419","https://github.com/macladson","0x03d430bcbd540c96500179955abe03fd525097795c56b3026fce4ecb7cb2eb19","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086990402","undefined"
"ismeteffendi","58393964","https://github.com/ismeteffendi","0x15b4bf2a59155d7d639b1c5fe8d73a7a5b6aa7bce26ccff922456dbb24bc4778","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094142119","true"
"Mostak443","58430285","https://github.com/Mostak443","0x2f770ee49d316b88c606030edf5079a5270bbaa4580872260e14d25908b13e7f","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094301151","true"
"Yuibnb","58459162","https://github.com/Yuibnb","0x0bcfea5435923aae5db2cf220186fe7757c0c7b15285834a29471862ba9938d6","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094208505","true"
"emhane","58548332","https://github.com/emhane","0x29668c1a61da7d5ce8e73ce81d5319ad143e6e43791ffca33a00b36acf0720a5","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1088652217","true"
"juniaraldi","58576752","https://github.com/juniaraldi","0x2f64735056513fdee4d16577880528b88b8b627b7bac688433524d0659a1ef93","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094199734","true"
"MouazAlzahabi","58591867","https://github.com/MouazAlzahabi","0x1693094d037152ae5cfa990f0df9f96f4481ea3ce50a0392a892f56cd20715f6","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1092275554","undefined"
"cmy1086","58609457","https://github.com/cmy1086","0x2590b9043f79d47aea024bea04f4cc66cbeaa89010c1ad7d4582f2cc66afdd97","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085407514","true"
"tctmno","58620303","https://github.com/tctmno","0x00f9112fac53375e9cdca04f21d38079d296dda5ec1a18b00a2e57df31ffe3c2","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094184888","true"
"EkkoChan","58679355","https://github.com/EkkoChan","0x0de0456d108454fbfaede4bd21cc562a82eeb3ba30aba6ef5fcecbed9245a8fb","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085478384","true"
"icallrivaldiansyah","58743372","https://github.com/icallrivaldiansyah","0x29e47fe058e2cc2c353a8764684f79fcc154a3c755a89bb4544e1eb9da88f089","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094225684","true"
"Taranpreet26311","58771072","https://github.com/Taranpreet26311","0x0f08450b7b4be6dac0997f051ab0eba1ccf0b4dbfc32ab48658d23bc0f0cca7a","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086156663","true"
"anarki86","58785244","https://github.com/anarki86","0x17f17ed52387406c8deb28146911ee750283126d682ba707ae50ce626250d4e9","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094222921","true"
"syafrudin19971","58833959","https://github.com/syafrudin19971","0x283429dd7a54cb0bfa57f72cb9ebd108064f9a3cfeb16eccaf4cc29ddfa9c33f","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086758052","true"
"msyafris","58875047","https://github.com/msyafris","0x18bbefb182f2050c9d8764690ee16c92bef021caef7b4ececd2d59c9f7c5b6f6","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086759427","true"
"deviyul01","58875122","https://github.com/deviyul01","0x07164fe99aa75f52296fa8e226ba03032d2628391c6511eec290013fb8af3088","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086762935","true"
"agustindri9921","58875206","https://github.com/agustindri9921","0x090d2443bb3305d0300d32587e246646565cda1471497e56e3c4555876ab3691","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086869262","true"
"dniceguy","58882815","https://github.com/dniceguy","0x066897a90ab9608ebb372a94c866d03407facaa1da984a7f9637310a5e131d01","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094287343","true"
"q9f","58883403","https://github.com/q9f","0x1dc7d4dabb064e619e55d2f164bf43bd1d537fa85f0227226be418d0f771762d","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085623245","undefined"
"fynext","58884380","https://github.com/fynext","0x047991ab6a926b2ebead0f4e78816f5ad3c4500956609024c463900ab276012c","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094130647","true"
"torpi17","58893234","https://github.com/torpi17","0x1e4f857f4d44579a988e0cdf9d583e0f48b21afbe5cf5e09e095d751f5bf1f46","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094169387","true"
"Angsa555","58952598","https://github.com/Angsa555","0x0f7a6089e3677393bad8c722b3254774afde395491da089918de4db71aeebcd1","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094227521","true"
"Ademolay","59102076","https://github.com/Ademolay","0x2ad297c90713d18b94649538d814e6d5f89e418c8a811305126eb6befe30c9e8","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094168987","true"
"edihardi","59130191","https://github.com/edihardi","0x14d5fb174844becc10e2364c055fa547acda8d6206457cc843d8aaefaa87e20b","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094164154","true"
"sany24","59208566","https://github.com/sany24","0x0b9f9425d20507cd8db96e6543600d634e3807c5166d5b91c53ffcebedd06dfe","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094345748","true"
"babulsahoo20","59344411","https://github.com/babulsahoo20","0x1354d7cc0746cc1ea679b0c6819f51232f5d3299e68566acf29b54253007f1f5","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094301115","true"
"Rey1982","59347577","https://github.com/Rey1982","0x07126f88384b1871c967c933d987f1c25aea00e995666d3e26a4088fc23f6cb9","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094229980","true"
"Deaneries","59423673","https://github.com/Deaneries","0x1c41036797b4889b37c235b93adc7600c1fec25835bc6557a3e2aff3bb040fc8","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094255188","true"
"Putravan","59519223","https://github.com/Putravan","0x20bc4f2d953d9d78d31360ee39563962d8eea52751b4387de27778ab60c4c80c","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1093960770","true"
"mum33n","59535561","https://github.com/mum33n","0x17a226a2ed6fbc581b4c2c766b147e3b0440efc5b3edc5119b43a2c97acde564","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094167278","true"
"S444-gold","59582729","https://github.com/S444-gold","0x268dd5604305f623ddc09c896f153750f50fc80e5f74157a3295cbea1e18b185","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094228368","true"
"aminfay","59585536","https://github.com/aminfay","0x2630cae4294167c7487d67a5173e1a79ddd5e27f2736085b2a11424d68f236a8","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094206052","true"
"Aldirezkir","59644493","https://github.com/Aldirezkir","0x27aeca0c38c0bf1171c9f3aa9461c4c8f0662a561083599022264fd16a03035a","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094175184","true"
"tubax111","59741049","https://github.com/tubax111","0x262be53f96ab8ab81378a2c2c68c70138e03f1ad2bdf8dd861b6bc8f3da483ab","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094170675","true"
"sharezaptr","59745827","https://github.com/sharezaptr","0x04248d098bbe57fc5523ae5647915025ec47610e8438a231d048e63a0d5d7f7d","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1088414130","true"
"Riandwiyandi","59760203","https://github.com/Riandwiyandi","0x1f49221d58437d842424e0eaa1fa3b295e24975e94ae573fcb3ea63fa1bd5daf","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094179825","true"
"dayromadhon","59789554","https://github.com/dayromadhon","0x00ba58a76287976ddb8965aea29c44fc4fba22519ae09d039f8e6d20032e40ca","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094213741","true"
"ades99-art","59814465","https://github.com/ades99-art","0x0866919f42c22482dc8db169e9b5824c0a09cfde33d61176f49aba044b467a5d","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094145400","true"
"MaxResnick","59893359","https://github.com/MaxResnick","0x2713de5cb75e1bdafe08c93e799ec054b699f8609c06042b0d32aa91f92796de","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1087899879","undefined"
"goksgoy","60054398","https://github.com/goksgoy","0x12867831bac9cf73faf439a5fe36025acc7d64790fa0f0bd71f5899c1177a564","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094175387","true"
"Izzyfoxx","60131259","https://github.com/Izzyfoxx","0x179c4041cc5e566a19fff118328e37756bf5d9d8cc4e49b7a0d4b5a9bec4f9ba","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094128269","true"
"Benjtalkshow","60315147","https://github.com/Benjtalkshow","0x183d7cb77aeee63eee6f5a9b092e9553b37797c243a804bd226bfd3f7ac13576","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094211428","true"
"Malay-Max","60320534","https://github.com/Malay-Max","0x15cdd1b6ea11dac5c8f53a5cd365da80d30481856a15eed0ff68705b9893cf2c","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094184463","true"
"FAK142","60363573","https://github.com/FAK142","0x1bd27fa655d7a8302e245c3192f558acb67e3c81de511738a0cad8209c3ed8ac","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094219298","true"
"forrestnorwood","60487118","https://github.com/forrestnorwood","0x10da8a86e3ff97ceaa96410541ca515b7c320fd1b713fe9b5fd8300c070acca9","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094290460","undefined"
"somad963","60490852","https://github.com/somad963","0x125bc247bd55cb7c18e0487e39a72ffc1a80674e5028fd4b57f1de2c4da4a2ab","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094195175","true"
"Dishantjari","60511931","https://github.com/Dishantjari","0x09b5fa4dfe0f7e602630439fb02cfe00840d8570e40c767d6b0e8de9e9a871ec","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094178353","true"
"vbstreetz","60554509","https://github.com/vbstreetz","0x2a78ed8e52cb37cdbf0d561ed7b43d90314baaf47fc1f325df384a089cba9092","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085668579","undefined"
"TAMA1899","60563853","https://github.com/TAMA1899","0x2aae1936708660f16bb7d6baf200ba6ffe46d8e966ff05e684764ac27894e661","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094174403","true"
"husseinnn","60576987","https://github.com/husseinnn","0x300f69c19d6a979c5733ddd430b7514e4031dab34d0183f54260a89916d3e3b3","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094217999","true"
"wilsonchilboy","60758539","https://github.com/wilsonchilboy","0x27d787922afc027138ee49dcc96899bd62924d65650708db0a9d525890cf3970","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094211410","true"
"leomesi","60841496","https://github.com/leomesi","0x1aebd190bab4a52b3ea432bfd35508e9da96ed3e8bf93967b6c8697dfba608f0","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094184377","true"
"danielattilasimon","60874270","https://github.com/danielattilasimon","0x0ee86ef6231101019191bf42dc68cdcfd7adbead8f3fb20d20aff21a4a1e18cc","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086460654","undefined"
"mob0-cmd","60949396","https://github.com/mob0-cmd","0x2b2758bec2bbee3355262aafa309fa0efe9d028da74513750f8904a987cad843","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094175125","true"
"sanujana045","61049118","https://github.com/sanujana045","0x18ce1ff9f8bed111b6e787042d145d963fbf178c3c518325821aa09e0b657b9b","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094205103","true"
"pcyone","61104092","https://github.com/pcyone","0x1b68da629b736e8450bc62ff8e88c1aa242835719ba7ec851120dfa036d32cb0","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085295268","true"
"abdulsamijay","61124358","https://github.com/abdulsamijay","0x2e001adb4c167ece9b1f437c43875725b67e7b89ff760007e4d20c1aea50a02a","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086751115","true"
"Tommi34","61124934","https://github.com/Tommi34","0x02d1a58f47ba24637f087173c8d6a6e67a7872678a847da9a53fe13c34061d73","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094302476","true"
"whatyouid","61195042","https://github.com/whatyouid","0x072805ed85f2fce1463e21606fdd5908b51c16eeed2034d161a33bf7e6581cc6","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094165368","true"
"leipos","61203990","https://github.com/leipos","0x300a1acf3c1628dcdbff563de99f474714789fdcbc548aea71e2ea3ecd1a0384","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085455670","true"
"OxHimanshu","61224737","https://github.com/OxHimanshu","0x1739140c93660f9a4dc510be933b6b5629107d57de8cf6a5a2cf29f07f0296e6","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1091180053","true"
"Jahble","61257177","https://github.com/Jahble","0x03187c2fac2e9a2768d5453418ae58661411bad751fc83b3cce9cb5b27bb8dc0","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094269401","true"
"alhadin26","61302918","https://github.com/alhadin26","0x0c594ab155b18fe8163e98f696c33b5085d35286216478f557b6d7d7e78d6f04","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094180182","true"
"ivanagus","61536808","https://github.com/ivanagus","0x0505d8cac7b40a8a2218cf844ed1cc4e62612db1e3f3c9df4335ee7c1962258b","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094200244","true"
"gandario86","61677427","https://github.com/gandario86","0x0a251fc57d9a4862982aab1e8038f8b02532ec5cbce4d791738f3c3990ecf9ec","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094192198","true"
"faheemraj","61710423","https://github.com/faheemraj","0x2189f026356f8035a068a01af2e3907749c56cf937cf20bcb9193cb653fcef77","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086688005","true"
"Fumskyworld","61715255","https://github.com/Fumskyworld","0x0898c84d17b0c1141c2ef29b6a8aaec8861615d401079d9f194de478cb9708a0","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094132106","true"
"Babyslam","61735005","https://github.com/Babyslam","0x0af9a22fbb6ae062e6a72620be340e9972d7869634d08e618813eb4b3b85a4fe","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094175288","true"
"monet-supply","61923401","https://github.com/monet-supply","undefined","https://gist.github.com/07045891e821710835cc1092b203f40b","undefined"
"Maoru0123","61936539","https://github.com/Maoru0123","0x00c5e866c3194fadfa9c9b0ab88cb3b7a4e08e358dd4279b1787aaec69515f37","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094060032","true"
"bingy1234163","61962244","https://github.com/bingy1234163","0x0ec0aea1074f43be89ca05a698407d5f53e538e62d17333d245d6c661b866eff","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085662921","true"
"dasector","61981940","https://github.com/dasector","0x16674198850327e78d41f805cfe6d68242608a40a9123b1a651659c4ba40404a","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094219387","true"
"VictoryWekwa","61991582","https://github.com/VictoryWekwa","0x1d0008122e00d0cf014da976c150054ca0a070eed5c16b767379f939b3906d75","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094280293","true"
"Alfzzr","61999600","https://github.com/Alfzzr","0x008ab85ce9ebe108e12b9316301cf107c14bd528bc698f31211dff8feaf1ecdf","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094163159","true"
"beulienbl","62019939","https://github.com/beulienbl","0x05cc25bc5a4ff5fab44037c5a76173090ce95cd17a13650285b0cc30abf96a21","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094186230","true"
"taulabeu","62021073","https://github.com/taulabeu","0x10dafe7c3bc1446f948b0e52498c9a0e883c6cc2e1a5d1bacef5bb34096306c8","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094185353","true"
"beutienbl","62021423","https://github.com/beutienbl","0x253ebeedab0d260744c8a883e70782dfcaa4487adf90348845b4c669c7855c8f","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094186650","true"
"AidhilAz","62122583","https://github.com/AidhilAz","0x1e4d2820704d4af75e38696db2cdd71dda2b8a0421eb15a1d2bcfe580f993fdc","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094206922","true"
"fawasoluwaseun","62173098","https://github.com/fawasoluwaseun","0x0eb6ac6141f7c1edc29c2f4b9279b177d8c192c30872c2737aa7982bd2a2357d","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094279888","true"
"mandrec","62173270","https://github.com/mandrec","0x01ae7237a32da7498a6fc80b4a1b4eb891e627698d57ecb4a79cd206cfa6e58c","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085169775","true"
"tufanboy","62174762","https://github.com/tufanboy","0x220fb53e1040b24fe9eb56b01432e1e03477a81e339af4bf26d9ca91621705cc","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094123672","true"
"andriansimatopu","62187864","https://github.com/andriansimatopu","0x250821f87ff1da128ba3101deaf549567756d7d99ea58a356068b2038d7e8693","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094116113","true"
"kylemayer","62214328","https://github.com/kylemayer","0x18b9c7373e6ee195bbe0e059819a8b1316c9f67c3964c1dcec0fee99648ca6ea","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086675318","true"
"sankriscrypto","62217182","https://github.com/sankriscrypto","0x24e0996e59d486e0f60c25d62e427dfbc8c0b9b15ec3e40308793816764d6cef","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094186224","true"
"Degi97","62270392","https://github.com/Degi97","0x0e9eaeb9030aa39356a5d6e9711329474bdef4d0856d58b79090220a461f0da1","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094149678","true"
"thansetan","62317096","https://github.com/thansetan","0x1584786609049e4aa4ea96097d659b3258a3f21097a7227eb721ac8f25628314","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094163307","true"
"David-Akintan","62358013","https://github.com/David-Akintan","0x03d42198e427a2e322d938afa4827cadcf0a19ce7afdfb31181eb70cf24f336e","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094142260","true"
"muntul","62648318","https://github.com/muntul","0x1b81df3707a269c5022590264589f7eee7ede749b59284ed1426b6efec49cf4e","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094184229","true"
"Mrjoker01","62656339","https://github.com/Mrjoker01","0x0d472a90dd84a5040d33f2902915f884367e1513c17b54c643eb33f5c2f96712","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094214496","true"
"gali-art","62684479","https://github.com/gali-art","0x14c8a3abe3ce94802bff6f93aa40c44e3b8b91cf81f8a8d235c492029927affa","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094204417","true"
"muhammadfiqri-06","62685980","https://github.com/muhammadfiqri-06","0x2b08b15b9c67233aa07e1bf107014c95a66a3b54aab222c0d36d98a51e9ee532","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094108511","true"
"maproulx99","62707299","https://github.com/maproulx99","0x2e2620f59fa47eed1fbfe0b15b0f635dc491961ef588df85b9a0f6ac7264bc5d","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086229527","true"
"mhdaditya1504","62781426","https://github.com/mhdaditya1504","0x2792b2738e4d80b6394aa0cb6ef651ff7f5ca56038d3fd0d5373e9e29b097d08","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094171233","true"
"jrdi14","62805255","https://github.com/jrdi14","0x40ef2b3891e1adc3ee64383c8d67fd284d98dcdd188b5046d870e6b7f5efffd5","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094207097","true"
"WXF-WangXuFeng","62875903","https://github.com/WXF-WangXuFeng","0x0adf7daf20eb2329626962df502d0c17770904c27d4cc1aaa1f127dc11ef7445","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085282855","true"
"taisukehory","63137255","https://github.com/taisukehory","0x27b114259d6d4eded15965d69614968414eab95cc61aed548b77d4352a1fe1bd","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1091066535","true"
"fenton96vh","63140055","https://github.com/fenton96vh","0x104de9f40edd9d75255518dd026740c671535f305433a9fbeee38358ff961dda","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094184682","true"
"asepwe","63189817","https://github.com/asepwe","0x1642de5f687ac3d0ce92e27e7e7baf447fb35c08eba8dfe0cf11184d1a15211f","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094177385","true"
"AlluringPixel","63203649","https://github.com/AlluringPixel","0x2e019495afdbc689a639bf3b33b6ce58fbe7941a2eaf69a21a7d5480ca365167","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085633520","true"
"anjas954","63221832","https://github.com/anjas954","0x2173ea5f65629f51a2ecff7c8ac6be68b08fd0aea1604c546f1c530dbb87b1a1","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094169102","true"
"Richardilemon","63376033","https://github.com/Richardilemon","0x2dbeb109ab6e19e81dfc35ea6f7afc57f3bb6af67ddcb0d714782abc403c4033","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094141520","true"
"naga186","63415823","https://github.com/naga186","0x2ab1af0f5ddcfbea89c02cf67441ba7584b20404e9391b5d273bf49a222b0398","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094170390","true"
"123boko","63451774","https://github.com/123boko","0x0e99d02124fe94a6ea51853e0ce9de5070fac04d4b6e8f5d9e43daa827a77fd6","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1088776919","true"
"sadi200","63481667","https://github.com/sadi200","0x20216c45795c43e3d6706476d2cc5c2846dc4f6d1f48d6e29c044137cb7eea0a","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094178966","true"
"Miluer-tcq","63732121","https://github.com/Miluer-tcq","0x0bc86a8c4cb17ae66b846285d048a8f2e9ef4b426e48b6d41981d45436adade9","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085781846","true"
"divakarlucky7","63824849","https://github.com/divakarlucky7","0x2b4902e612d228a9103052fd86ea54ca12ab8153cba9f5152a2ce1a37e9c2dc5","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094178641","true"
