user,userId,userUrl,publicId,submissionUrl
"tzdybal","1138893","https://github.com/tzdybal","0x1ecdd1d075111733674c5e94f62e9e3c3afe7eda6e6dcedd3769d75dc16bfbfe","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086385747"
"mariano-aguero","1144028","https://github.com/mariano-aguero","0x2bfa3a690b88f51c03ddf63e16d9ce55818ca417e6f52adb4b0ab326572bb9e3","https://gist.github.com/d6ae69f8bf136e47de8ca219136ebec2"
"rafinskipg","1152768","https://github.com/rafinskipg","0x1709b2ce35876503e5af34cbfc2716d4fad2cb900d684bb14f1f84f3eeafb6fb","https://gist.github.com/0092eeb70915cbfe4ef5a0523695524a"
"adrianleb","1190887","https://github.com/adrianleb","0x1f67b6319c88ff0d6a1ec435e34a94063c79cca3eea37f286300bfabf16b166e","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085205381"
"jefflau","1221141","https://github.com/jefflau","0x079533d29475b7006cbf26e22912e73a2bda675df30afcabe64c599d400d2f5c","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1088721889"
"LeonmanRolls","1221151","https://github.com/LeonmanRolls","0x2a910a0d547fe44cee4e9c947f6100127f344095c09dc2d32421c40e1b5c4272","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086631106"
"bsamuels453","1222451","https://github.com/bsamuels453","0x276e5b7db70dc87ac68b4a3bc6bf04f528019e4fec7783fe7e18e637fe3bd333","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094139250"
"androolloyd","1237259","https://github.com/androolloyd","0x1857029326088e9a7ec413bb31295d1bc240438519681abbeac07c7176a001b6","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085216136"
"garyschulte","1238512","https://github.com/garyschulte","0x301c3d6a74b855a0f5d0f7ee589cfdf49f2271e4ce775b5b765c2e55a0ab46fc","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085222780"
"ujenjt","1270671","https://github.com/ujenjt","0x06a027521119128bdfaed5057ed7e5122353eb4bf2b1f9a8efc217d3ac375701","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086709021"
"QEDK","1272002","https://github.com/QEDK","0x262ff1dd75205ee23e950f7dece928c158a22148086ab238f75a359f43cc18fc","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1087401863"
"raykyri","1273926","https://github.com/raykyri","0x129f2b203b977a21ea85799228293ef6cc7822bb7b50783611045a8c8c1a6db0","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086117575"
"amaurym","1293565","https://github.com/amaurym","0x070dda6eb1d49b7e07401a850fc7400de37e073153cd82f9ab003140dc5cb86d","https://gist.github.com/fce764bb6589a14647176853795eb5c1"
"zencephalon","1297679","https://github.com/zencephalon","0x0050d1cfdacc05bfabdd0cee41d0976a09f3f2bc8faba42f9c585a982b9a4853","https://gist.github.com/1d7fbb5f6412780de5e08d7b6320c529"
"devenoges","1319938","https://github.com/devenoges","0x0b31be2dcd8bddf1d8fd2f8d5e4e6a470166e57bf3bb82830c2ca40e854daf6b","https://gist.github.com/e9a7659ecad4f0c2f2770dd613b7f5f3"
"wemeetagain","1348242","https://github.com/wemeetagain","0x1bcaf37f7acb448a2fcdc1c7514e7140d7aa51341d6943667f04fd97ff875c46","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086002759"
"octavioamu","1358093","https://github.com/octavioamu","0x0e052bc453e0fb62ade60d7c20635b966fa6451edb973f25c5b061a39ae29fed","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086164990"
"tschubotz","1380529","https://github.com/tschubotz","0x0cef1a01ac3f2fe89b055dd3b8b2d23a6513c6229ca1b176b74a4a4692e4be50","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1087155367"
"arnetheduck","1382986","https://github.com/arnetheduck","0x2606a4ec0157ccf768be660c96cfca8b8cc2e3dfbc58687c54767b26264f519a","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086710280"
"damarnez","1387222","https://github.com/damarnez","0x138bfff5a5bf23843a09f7506f44a456b5b79601b0cf6e311dcb176af4580c3a","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085994514"
"Dominator008","1403453","https://github.com/Dominator008","0x2e201b57dbb1cd62af0879a72c2bdcc0ecc471c2dca5e4ae74d46b0fb6a54c89","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085261239"
"iamchrissmith","1408372","https://github.com/iamchrissmith","0x09a59e5c28c698fa1c3da782b8dbe8bafa8c0245eab1540108d9b8c29425ba87","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086094059"
"folkyatina","1414948","https://github.com/folkyatina","0x20da040770544c42d64347eaaecad0db3bd428c32e47c9587007cc478fe67bed","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1090041727"
"djrtwo","1433595","https://github.com/djrtwo","0x1417e8ee5b29ab9e0ef2b37813815142bb4d600404732511a6c436b8652de034","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085366308"
"tomedwardsmith","1446458","https://github.com/tomedwardsmith","0x0ed64a1c38274eae456312ae766c1a6d0ca384fb6b6ba1fc6da0ee48e1f44bc1","https://gist.github.com/f43b377fda995aeb17e676274065e26e"
"e00E","1462179","https://github.com/e00E","0x008361cc80bf51900fd538099f1cb9c980f0bbb46353e065cbda15cce95a90d7","https://gist.github.com/57370d02193c6d46680b7971fcdd04ea"
"zac-williamson","1476668","https://github.com/zac-williamson","0x19d35776bbe54be2abfebd10bf3effc52a5988cc45769ac2bce8de6fb85c6f0d","https://gist.github.com/f14ff7d33e3c4e0a05cd802e5722addc"
"kongliangzhong","1477179","https://github.com/kongliangzhong","0x2dad4749fedfc3ad7642a8f28a076cd23f1ad793e635322e628680dbf0519d33","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094141142"
"apbendi","1479802","https://github.com/apbendi","0x2fdb9e959571e98a11ae825c76ba7ee5b6b6789ba0d4eaf7e49d361978edee44","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086657699"
"miguel567","1481326","https://github.com/miguel567","0x06b6883a26469f4d96046ce4b06a6bef7fda1b14f4ea18a59b955d97b1f1af2c","https://gist.github.com/149fa31d6f5b7f74b1d586775f99d171"
"ItsNickBarry","1500628","https://github.com/ItsNickBarry","0x17b57c795a4d8645d0589187fe99d891416c0fc425c70bc47cfe3bf7ba4d66df","https://gist.github.com/f94d6ce6f80b778416a458b0a2c12fb6"
"skylenet","1500888","https://github.com/skylenet","0x237f76b4996193db586c75bbf2e4103658d422aa9a3eebc026346efb82285109","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086166759"
"Grandthrax","1507729","https://github.com/Grandthrax","0x24fb5c52b2563891c87755daba63cb03756c8235f0d33b155c52c882ec1e5bae","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094194371"
"hiddenlayer","1521865","https://github.com/hiddenlayer","0x17974cb3da475c0dd6aa78697031dfc0744ddbbab6e6030996868aaed2cc8431","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085362212"
"shrugs","1535001","https://github.com/shrugs","0x00fc3f82dbe86c5dc37ac683df31d9e6193cd23965142d33df10a05324154f3a","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085214279"
"EndymionJkb","1535318","https://github.com/EndymionJkb","0x1d72473181724566ca43363ea36fd5b3d6bbeab293e86491ba21cf81dad5f80a","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086752297"
"oskarth","1552237","https://github.com/oskarth","0x07243948f6c5a9620260edabc3d6adbb06d4370b764bd179b47a07133108daa1","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1093724684"
"aniemerg","1568680","https://github.com/aniemerg","0x23590d0e5f9feaa196356da129afab0d87a36696db4cc5dce5fb34fbe4686666","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085146016"
"yagopv","1576776","https://github.com/yagopv","0x05f37c67a0ff5023feae3c76bc660251a78a4597eb5de119b9a4d3c7a9c93377","https://gist.github.com/582abc2638d3ac0d587698ebe10df38a"
"loga4","1616937","https://github.com/loga4","0x068d9e74abcda2e3c7dfee12b400574da64936a6e3a1e42cb583f958b9a67d57","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1089846862"
"LefterisJP","1658405","https://github.com/LefterisJP","0x229f022b7aac1920a549a9cd49a3fbbd619026741138dacc98db8a6b719b9e85","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085537089"
"martinlsanchez","1659075","https://github.com/martinlsanchez","0x1bd2f2628f3b4b5ebd2621bebf0f1de0e1837881f74f37dcaeeb32f8e1faad2f","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086914675"
"dmihal","1661138","https://github.com/dmihal","0x302cb9a1650ad573490bbde4ee550aaff78c40f4757fa52f56278d4fd9198fe2","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094306042"
"0xbok","1689531","https://github.com/0xbok","0x1cc28bbfb68bc3a422596ccb1e70af41fe696013684c291863878960a1f4c266","https://github.com/element-fi/elf-council-frontend/issues/724#issuecomment-1094175984"
