user,userId,userUrl,publicId,submissionUrl,commentId
"K-Lascar","36436810","https://github.com/K-Lascar","0x2ef875bfacf36379ff6eca314672fd5981249c51cee23eaeb3522bd79d00b134","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085365886","1085365886"
"raaapsky","36480470","https://github.com/raaapsky","0x01e4c0c34a85912d53d32adb9735012c51f948937da89a4c566a4efc868425bd","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094113984","1094113984"
"thorium235","36508683","https://github.com/thorium235","0x2e61dd6061e558cdebb1855d92731f270fdf97275932084a3cc12bd405fa7fb0","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085717407","1085717407"
"Annastesia","36511346","https://github.com/Annastesia","0x2abb89da50b9c07cfb106784fba41dc8ac83b04e091e004a233948026a9a113b","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094136480","1094136480"
"Adefunke1991","36516378","https://github.com/Adefunke1991","0x064f964c4e0a197e1caeaaf13c201e2a0933e8592a822b7655bf838988942625","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094297285","1094297285"
"Toowonderous","36522615","https://github.com/Toowonderous","0x17105e9945d3d454687ad6b9a536c283f557c70d8211cfce699c4cc7cb6c3ee6","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094291052","1094291052"
"Chinuamanna","36526688","https://github.com/Chinuamanna","0x055ea0ed1419a07acfffb52af02a13de9e556c64e203608ba64cb6cfe2d11488","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094123592","1094123592"
"roghigh","36536239","https://github.com/roghigh","0x12fec681e46c3c3e835483a364f95133c242e6c1c2317b71b1bf66594cb25df3","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085436958","1085436958"
"surajraushan1","36543197","https://github.com/surajraushan1","0x1d2177ce7e233ad1c35130605f40f61bbe08b45a4f5ef5d21476861c230b3d50","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1092437419","1092437419"
"saketkmr007","36544484","https://github.com/saketkmr007","0x07c53f318553d71a88466f6c09a52963060c2e3db3b1195d0c7c5955fe13112b","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1092439214","1092439214"
"thelmareal","36551367","https://github.com/thelmareal","0x03ccc6050326c97e262a39295c74f8e79541f90d274240ba753cfdc1f1a9d3fa","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094168916","1094168916"
"HackyN00b","36570613","https://github.com/HackyN00b","0x05a5bb8e86445f2fab79a1a0b06c996b6ea38c263a3b9b86a0c014ba9533c3b6","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094301455","1094301455"
"Valera230491","36723183","https://github.com/Valera230491","0x2539749c3ad514a9bafacee23492d3cae7caf6e09f256d26ba21ece9574f8487","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085170876","1085170876"
"jingweizou","36762080","https://github.com/jingweizou","0x1abd08f1b724bda6f002278e88ae877b8f329e23a4d6ef19f4cf2c290a5466e6","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1086043623","1086043623"
"ranjeetkumar237","36764841","https://github.com/ranjeetkumar237","0x16dd0b15e1e53fce7c907af86bc079dea5650df35890dd7522bcb0d9751c9195","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094169161","1094169161"
"Olomibright","36777509","https://github.com/Olomibright","0x0385be0d07683c59d85e9ede6356ed3463e2311343a6225eb8ee64b04f71164f","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094285994","1094285994"
"Hoangptsc","37012314","https://github.com/Hoangptsc","0x2068458b9837835cc2e766879f492af3d6c40916e0308fe2fd963c13b79b9c42","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085684380","1085684380"
"adhitya212","37018439","https://github.com/adhitya212","0x2936891453f7542e0fdcfaecffa98b0bdd9f7ed85979571771ac5e9adaa2ab30","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094122744","1094122744"
"ciomorvio","37136121","https://github.com/ciomorvio","0x065f65601f565e61a02af25d959843f5e290045dddd9c6accf0263d41fa81f64","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094302145","1094302145"
"ocoderr","37182677","https://github.com/ocoderr","0x2563e5e0a256db48da3984f59c7af0eaa5d86fa7b3bfecbf64b8e1e092425723","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085399687","1085399687"
"PengAndKun","37205649","https://github.com/PengAndKun","0x1b086e572a6f03dfa8654e4cee4a44c616ff093a4a725355c497bace475e4493","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085456504","1085456504"
"foxery123","37217889","https://github.com/foxery123","0x0fa03430e3edde97ff8b58d81fb1c1f747a39a378f6bcef80be4464b328e3e3f","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085966147","1085966147"
"havengt","37528990","https://github.com/havengt","0x16a1ca660238a148dd46fd4ccc8d0afc3de313186967ef3f2ec7dca834efe03a","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085297262","1085297262"
"Chimdalu-Ofoegbu","37574746","https://github.com/Chimdalu-Ofoegbu","0x2216d71e41aacfdc5f2e2d4d8f3952ad5bfb5dd0a6b3059dfba6455070e63238","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094148565","1094148565"
"meganewday","37589214","https://github.com/meganewday","0x2335023f16f2506743b9aaf6fa63f5f5a1afcbcb7d9f9bacc5a9c9141f09e058","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094169817","1094169817"
"ImJsaw","37626143","https://github.com/ImJsaw","0x27df8ad6d22c358acebc847cc612e32aa333466ec64cb37b0b49fd6a7e6162a0","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085368392","1085368392"
"Jason1840","37629250","https://github.com/Jason1840","0x17e5c41e1669c8b14b3aa3f82fbff42f82a9772b2198f5a444e15deb7702d700","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085337350","1085337350"
"sekigann","37859019","https://github.com/sekigann","0x071f01bbbbbf575dce97dfb51cf7449fafaa97331f15138ef63059dc6b2382f0","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085357156","1085357156"
"zqwuming","37865197","https://github.com/zqwuming","0x1044ee09e2309916fc96344bafd4d7016658999cd79969e85768ad02416a3c2c","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085304762","1085304762"
"txzx456","38061069","https://github.com/txzx456","0x035353b6fe05d0eb2340157274c034baf681d07dc9c4de841d9fc2ec18340e6c","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085364869","1085364869"
"wh1988105","38259276","https://github.com/wh1988105","0x0bf9507ea74d45fc36219cd3ec37ac1746fcaf137bb66129afabd88a89f8bf3c","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085239473","1085239473"
"stathismazarakos","38424038","https://github.com/stathismazarakos","0x2d56473a866b6dd3ad4902abe1fae53d8b9d3d58ca2581ce189c4de129cab73b","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1087386957","1087386957"
"Allengrey","38719098","https://github.com/Allengrey","0x1be94b4ba433ebdb9c4ab3f131298fbe4c43b3f5c065b14411492319d98ec735","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094302700","1094302700"
"toferd","39022194","https://github.com/toferd","0x11a9c7e65de273254bc80c90aa8741b989f842fc3076f8f74e40df4c878f2fa8","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094166694","1094166694"
"HorlansX","39141754","https://github.com/HorlansX","0x2075f1ad03d77d27a178ab2e94fff6de65c83b94553a7db9170ad26e288855da","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094130962","1094130962"
"msmodi68","39146591","https://github.com/msmodi68","0x2d037a2ccc14971de7744f648902e454f17121d0d993409aeb938078a7cfacf1","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094170004","1094170004"
"shunkakinoki","39187513","https://github.com/shunkakinoki","0x19933ea2d5279aecb73f67844669602dbb1f3b2b403b1cab9ed8450e8ed4d222","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094154457","1094154457"
"mauricedyke","40045988","https://github.com/mauricedyke","0x299e7db72152d1e7b0d53321be426afb9a5d5a451b4535e87e55ed290e8afb93","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094143680","1094143680"
"tama321","40074259","https://github.com/tama321","0x14cb3e7fb578aa196dcaf1b869cbc16198f30e5349bc85eaab5da99ac2bbbbc4","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1093987576","1093987576"
"dharmesh1008","40314298","https://github.com/dharmesh1008","0x246c19db761b6cc4ddc53ebd1bc88b7e0bda67d747dd395cf6d148900d0b44b1","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1091070516","1091070516"
"AbhishekPopalghat","40329695","https://github.com/AbhishekPopalghat","0x189fcf4417120d97e5b3134acdc7348c56ccc8071d94ef584991f53034a76b8e","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094302121","1094302121"
"DenisDesimon","40427257","https://github.com/DenisDesimon","0x1ab8289cda216513323c9fdeab6750607d799419d1da6be3be78f71bee64590b","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085709898","1085709898"
"baekjames","40445481","https://github.com/baekjames","0x0f40ae6e9aaf66429d68e35a28e13feec52928d2f4947f02ce2c0e5eadd5a904","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085239791","1085239791"
"zys20080808","40486821","https://github.com/zys20080808","0x1ad0ea9830645e38f64ed87d7466db02fc404e1bacbc7d6ee7876a8df06cd475","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1090222681","1090222681"
"sebajustinimp","40628978","https://github.com/sebajustinimp","0x0a5e24240cabb45f66cb9237b7f5e17e7d98e2eb2f68cceb1960a987ac6c5fc3","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094177073","1094177073"
"thatguy1466","40834935","https://github.com/thatguy1466","0x2bea16567c4f6dfc2d96eb584741c6d0053ff115f16088faee2ee33870a014f1","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1085764369","1085764369"
"aerhy","40842637","https://github.com/aerhy","0x2a6a6f4a9b834bf4ff2d92fcd4783afd2f47363b352b9d1a43d5631e003a7bde","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1089370259","1089370259"
"ismaelsenior","41020565","https://github.com/ismaelsenior","0x1937f762b36b40874944e564cbc429ada7626c28fabf30ce59350ff1d4120d0a","https://github.com/element-fi/elf-council-frontend/issues/384#issuecomment-1094284226","1094284226"
