user,userId,invalidSubmission,submissionUrl,submittedAt
"RobinD57#9177","210749672464056326","0x164aa6710c1039c7d7503b38749020027fc771db6d479de6a6db66e46e7c09c","https://discord.com/channels/754739461707006013/938531467716337714/961607407363055626","Thu Apr 07 2022 07:44:31 GMT-0500 (Central Daylight Time)"
