userId,user
"747000285590716536","rektmofo#4849"
"850952108471615499","IZ#0950"
"443123679866519552","FrankB#5720"
"455520119188357140","Bruno Rodrigues#1710"
"446383180812124201","diegows#8606"
"834980673097039892","VinceElmo#8415"
"785238453444149278","sdb#0137"
"789758155265409045","DL#9092"
"358222688524697604","Roy#5380"
"752782258259099668","hackos#0011"
"143567134709121024","Kyon.Ada │UMA#5908"
"732948507828420711","Dima P2PB2B#3228"
"780939902186684427","Théo Clochard | mStable#0731"
"882607964291203102","Millia#7275"
"811973196416155688","agAgent003#1966"
"883734703377616996","Chillin#6948"
"748898848453165156","jameson#6541"
"797291046597951538","gnvv#5613"
"693236478762811392","Lugia#6936"
"384607333550129152","brando#1049"
"819741314585329686","UncleReed#4675"
"730554968913870878","BigBoyLeverage#8487"
"826059089267785738","jeffxu88#8888"
"897049648743714846","alphon#1805"
"500769475986194453","mcsquared#4106"
"708008773138251906","odette#1520"
"331098573737426967","Bull#3722"
"905847949442027611","Lucky Charm Cat#3168"
"334464345922600961","CommissionerG#5901"
